id,cofips,P90_100,P95_100,P99_100,P995_100,P999_100,P9999_100,P90_P95,P95_P99,P99_P995,P995_P999,P999_P9999,P90,P95,P99,P995,P999,P9999,SP90_100,SP95_100,SP99_100,SP995_100,SP999_100,SP9999_100,SP90_SP95,SP95_SP99,SP99_SP995,SP995_SP999,SP999_SP9999,P0_P90,P0_P99,PCPI,nstar,taxpayers,TPTTY,cntyname,year,CPIURS_2015
5307500,53,177683.00,234566,447025,590134,1124650,2829456,120801,181451,303917,456505,935228,106488,140579,267909,353676,674019,1695734,34,22,8,6,2,1,11,14,3,3,2,38698,48612,52597,2018892,2051168,106186760,Washington,1987,2
5307600,53,197380.00,269774,557286,761684,1573450,4442504,124986,197896,352888,558742,1254666,108406,148167,306075,418336,864178,2439934,36,25,10,7,3,1,12,15,3,4,2,38227,49060,54142,2107025,2128574,114078256,Washington,1988,2
5307700,53,203295.00,277345,570468,778258,1600792,4491990,129246,204064,362677,572625,1279548,112198,153065,314839,429518,883471,2479112,37,25,10,7,3,1,12,15,3,4,2,38474,49749,54956,2151505,2232220,118237688,Washington,1989,2
5307800,53,203568.00,289545,720907,1100728,2940715,11995731,117591,181704,341085,640732,1934602,100100,142376,280740,428652,1145191,4671452,38,27,14,10,6,2,11,14,3,5,3,36530,46490,53234,2309749,2302696,122957416,Washington,1990,2
5307900,53,197431.00,276270,665147,1000020,2577509,9988093,118592,179050,330275,605647,1754111,101730,142354,273853,411726,1061206,4112275,38,26,13,10,5,2,11,14,3,5,3,36038,45985,52177,2394516,2377807,124938720,Washington,1991,2
5308000,53,211232.00,297590,753117,1151974,3090474,12682009,124874,183708,354259,667349,2024748,106269,132523,291333,445626,1195510,4905871,40,28,14,11,6,2,12,14,3,5,3,35608,46101,53171,2441581,2411219,129820696,Washington,1992,2
5308100,53,200995.00,278676,663489,986188,2475277,9234505,123314,182472,340790,613916,1724252,106286,133976,284113,422296,1059939,3954309,39,27,13,9,5,2,12,14,3,5,3,35619,45981,52156,2511826,2401163,131007976,Washington,1993,2
5308200,53,205856.00,287507,698930,1050807,2708387,10495127,124204,184652,347054,636412,1843194,107847,136347,287766,432641,1115106,4321086,39,27,13,10,5,2,12,14,3,5,3,35792,46272,52799,2545041,2443785,134375040,Washington,1994,2
5308300,53,216166.00,305840,763967,1158120,3042832,12119411,126491,191308,369813,686942,2034323,110827,142011,305431,463012,1216513,4845297,40,28,14,11,6,2,12,14,3,5,3,35868,46725,53898,2599658,2485237,140116000,Washington,1995,2
5308400,53,233431.00,336957,881333,1359827,3722238,15720579,129906,200863,402838,769224,2389089,115103,150033,329914,509032,1393367,5884773,41,30,16,12,7,3,12,14,4,5,4,36665,48008,56341,2659101,2544398,149817696,Washington,1996,2
5308500,53,258687.00,381325,1043698,1656556,4795291,21065685,136049,215732,430840,871872,2987470,122214,162743,368495,545843,1713067,7525493,43,32,17,14,8,3,11,14,4,6,4,38301,50407,60340,2703709,2608639,163142000,Washington,1997,1
5308600,53,299849.00,458817,1373747,2270267,7168423,36292354,140880,230085,477227,1045728,3932431,115836,177248,378130,624901,2119047,10728328,46,35,21,17,11,6,11,14,4,6,5,39024,51888,65106,2753655,2669856,179280544,Washington,1998,1
5308700,53,351920.00,554601,1789978,3035622,10134700,55957703,149239,245757,544334,1260853,5043255,122302,160967,425925,722326,2614256,14434347,51,40,26,22,15,8,11,14,4,7,7,37393,51461,68846,2795288,2713142,192443808,Washington,1999,1
5308800,53,341085.00,529888,1635774,2717414,8644824,44624362,152281,253417,554135,1235561,4647098,128595,170429,437961,727559,2482656,12815409,49,38,23,19,12,6,11,15,4,7,6,39609,53938,69757,2839550,2772555,198077648,Washington,2000,1
5308900,53,271718.00,397595,1084705,1725196,5010995,22550798,145842,225818,444214,903746,3062128,123947,156972,358541,570250,1737623,7819762,43,32,17,14,8,4,12,14,4,6,4,39703,52584,62905,2920813,2788815,183733168,Washington,2001,1
5309000,53,254635.00,358317,966657,1482163,3998530,16539724,150953,206233,451151,853071,2605064,120990,137369,370589,568220,1532925,6340868,43,30,16,12,7,3,13,14,4,6,4,38214,50696,59856,2986173,2792618,178740352,Washington,2002,1
5309100,53,259308.00,368821,989375,1513301,4059482,16656357,149794,213683,465449,876756,2659829,122329,142693,382780,585482,1570575,6444187,43,31,16,13,7,3,12,14,4,6,4,38251,50972,60357,2994915,2808556,180762592,Washington,2003,1
5309200,53,279749.00,407946,1120396,1731167,4754534,20176439,151553,229833,509624,975325,3040989,126264,151863,417082,644450,1769939,7510951,43,32,17,13,7,3,12,14,4,6,4,40543,53798,64464,3064287,2860940,197534848,Washington,2004,1
5309300,53,300587.00,446803,1253370,1954370,5482389,23980612,154370,245161,552371,1072365,3427031,131460,160451,450097,701833,1968779,8611668,45,33,19,15,8,4,12,15,4,6,5,40807,54799,66785,3090023,2931911,206367648,Washington,2005,1
5309400,53,317913.00,478438,1346744,2103085,5919930,26022442,157387,261361,590403,1148874,3686318,137153,170787,480745,750735,2113229,9289193,46,35,20,15,9,4,11,15,4,7,5,41244,56003,68911,3172430,3017975,218613728,Washington,2006,1
5309500,53,337818.00,515693,1467502,2302431,6552005,29252961,159944,277740,632573,1240037,4029677,142563,180598,513926,806321,2294541,10244515,46,35,20,16,9,4,11,15,4,7,5,43381,58737,72824,3247988,3371086,236532864,Washington,2007,1
5309600,53,284666.00,416935,1107683,1687221,4482488,18139389,152397,244248,528146,988404,2965054,133471,163812,435205,662903,1761154,7126902,43,31,17,13,7,3,12,15,4,6,4,41908,55664,66184,3316436,3185705,219494336,Washington,2008,1
5309700,53,257681.00,364357,905720,1340640,3332567,12262073,151006,229016,470800,842658,2340400,130029,158209,393277,582126,1447051,5324376,44,31,15,11,6,2,13,16,4,6,4,36921,50444,58997,3354360,3144952,197896016,Washington,2009,1
5309800,53,266773.00,382397,993124,1558905,4538034,21201663,151150,229715,427342,814123,2686519,130890,161284,347109,544856,1499810,7007103,45,32,17,13,8,4,13,16,4,6,4,36025,49665,59100,3418556,3169103,202036960,Washington,2010,1
5309900,53,271159.00,391640,1024534,1616688,4809035,23238949,150678,233417,432380,818601,2761267,130609,165277,350315,552788,1518893,7339824,47,34,18,14,8,4,13,16,4,6,4,34605,48500,58260,3491792,3216985,203432880,Washington,2011,1
5310000,53,306090.00,459593,1313448,2137338,6813369,36013444,152586,246130,489558,968330,3568917,134337,172432,390809,635952,1886603,9972024,48,36,21,17,11,6,12,16,4,6,5,36339,50686,63314,3560739,3244400,225444144,Washington,2012,1
5310100,53,284039.00,421716,1101492,1725392,5095616,24299258,146361,251772,477592,882835,2961878,122084,181260,388314,608261,1638769,7814730,46,34,18,14,8,4,12,16,4,6,4,37095,51287,61789,3640021,3293100,224913088,Washington,2013,1
5310200,53,313940.00,475016,1313565,2098010,6577426,33730836,152864,265379,529121,978155,3560381,126365,191200,421323,608483,1907644,9782917,48,36,20,16,10,5,12,16,4,6,5,38140,53115,65720,3636064,3342750,238960464,Washington,2014,1
5310300,53,330241.00,499108,1383223,2205475,6885998,35106381,161375,278080,560971,1035344,3750399,133473,201724,451395,645280,2014711,10271453,47,35,20,16,10,5,11,16,4,6,5,41486,57100,70362,3636064,3432600,255839216,Washington,2015,1
5400500,54,45159.00,74952,212476,337202,930166,3000692,15365,40571,87751,188961,700108,12131,20197,71337,111865,378269,1808515,33,27,16,12,7,2,6,12,3,6,5,10147,11639,13648,507245,28283,6922810,West Virginia,1917,17
5400600,54,50904.00,75390,167860,246640,605245,1945512,26419,52272,89080,156989,456326,15417,37005,74571,109528,276614,1091709,39,29,13,9,5,1,10,16,3,5,3,8853,11494,13058,509863,48876,6657828,West Virginia,1918,14
5400700,54,42483.00,65362,157423,231624,564822,1624877,19604,42347,83221,148325,447038,12543,29806,70124,103005,271833,1000249,32,25,12,9,4,1,7,13,3,5,3,9846,11652,13110,519250,45168,6807249,West Virginia,1919,13
5400800,54,49578.00,69549,170986,254808,592842,1354134,29607,44189,87165,170299,508254,26117,34210,71935,111403,316258,981362,37,26,13,9,4,1,11,13,3,5,3,9532,11946,13536,531899,96326,7199942,West Virginia,1920,11
5400900,54,46290.00,63997,146995,213236,482393,1252705,28584,43247,80753,145947,396803,24480,32115,67147,100224,258869,832940,43,30,14,10,4,1,13,16,4,5,3,6891,9456,10831,542975,75277,5880984,West Virginia,1921,12
5401000,54,49050.00,70194,167143,248263,583606,1651757,27906,45957,86022,164428,464922,15777,33832,71371,107578,294077,1034842,40,29,14,10,5,1,11,15,4,5,3,8080,10611,12177,551192,69501,6711621,West Virginia,1922,13
5401100,54,55340.00,76504,175798,262702,631456,1974913,34176,51681,88895,170513,482183,28162,41216,72892,111522,304543,1023897,41,29,13,10,5,1,13,15,3,5,3,8673,11699,13340,561313,89263,7487779,West Virginia,1923,13
5401200,54,52601.00,74296,167552,250108,598639,1658706,30906,50982,84996,162976,480854,24903,38765,69668,107479,295682,1029492,40,28,13,10,5,1,12,16,3,5,3,8674,11506,13067,572725,75037,7483555,West Virginia,1924,13
5401300,54,39725.00,66509,168059,251177,599804,1747287,12940,41122,84940,164021,472306,9291,24369,69427,107303,299982,1032597,30,25,13,9,4,1,5,12,3,5,3,10419,11787,13350,581881,35810,7768120,West Virginia,1925,12
5401400,54,38594.00,66466,172597,256018,620578,1995391,10722,39933,89176,164878,467821,8354,14451,74307,112583,290455,1085184,29,25,13,10,5,2,4,12,3,5,3,10299,11517,13128,590227,32544,7748635,West Virginia,1926,12
5401500,54,38543.00,66323,180976,272292,660890,2016783,10763,37660,89660,175143,510235,8390,14498,73894,114491,316002,1209702,29,25,14,10,5,2,4,11,3,5,3,10309,11437,13132,598877,32500,7864600,West Virginia,1927,13
5401600,54,38989.00,67743,188838,286489,720800,2300311,10234,37470,91186,177911,545299,7940,13857,74892,116119,325720,1325008,29,25,14,11,5,2,4,11,3,5,4,10779,11830,13600,606648,30643,8250412,West Virginia,1928,13
5401700,54,37938.00,65980,185682,278604,679311,1964745,9896,36055,92759,178428,536485,7674,13406,76092,117465,316453,1116805,28,24,13,10,5,1,4,10,3,5,4,11112,12058,13795,613274,30551,8459913,West Virginia,1929,13
5401800,54,32484.00,55561,148424,214002,478607,1249292,9407,32345,82846,147851,392976,7355,12632,69731,102953,250165,789046,27,23,12,9,4,1,4,11,3,5,3,9642,10547,11926,620099,28136,7395446,West Virginia,1930,13
5401900,54,27565.00,46314,123448,171526,356651,871217,8816,27031,75369,125245,299477,6955,11725,66361,88509,204575,542050,25,21,11,8,3,1,4,10,3,5,2,8954,9678,10815,630348,23311,6817497,West Virginia,1931,14
5402000,54,28332.00,45074,107420,147748,319006,867017,11590,29487,67092,104933,258116,9394,14976,60161,77888,171146,555807,33,26,13,9,4,1,7,14,4,5,3,6351,7550,8549,639919,28240,5470762,West Virginia,1932,16
5402100,54,28440.00,45104,111604,156002,350501,1005723,11777,28479,67206,107377,277698,9562,15189,59491,77734,175203,603523,31,25,12,9,4,1,6,13,4,5,3,6954,8067,9103,649307,26813,5910435,West Virginia,1933,17
5402200,54,32504.00,52511,129465,182715,401766,1020137,12498,33272,76214,127953,333058,10077,16443,66491,90309,217726,661409,31,25,12,9,4,1,6,13,4,5,3,8184,9416,10616,659129,31031,6997372,West Virginia,1934,16
5402300,54,35993.00,58058,141187,202122,451038,1178760,13928,37276,80251,139893,370180,11249,18366,71225,95698,238025,778228,32,26,13,9,4,1,6,13,4,5,3,8536,9970,11282,669525,37878,7553657,West Virginia,1935,16
5402400,54,44433.00,71770,181617,270049,631481,1750215,17096,44308,93185,179690,507177,13107,26371,80881,118599,321409,1039117,35,28,14,11,5,1,7,14,4,6,4,9337,11142,12847,679689,48050,8731866,West Virginia,1936,16
5402500,54,46518.00,72814,172640,254017,584915,1577541,20223,47857,91264,171292,474623,14659,32603,78447,114072,300955,1076740,36,28,13,10,4,1,8,15,3,5,3,9382,11484,13096,689838,59903,9033998,West Virginia,1937,15
5402600,54,41224.00,65078,147427,211456,480989,1518017,17370,44491,83398,144073,365763,13674,30916,72589,100093,241408,808427,36,28,13,9,4,1,8,15,4,5,3,8230,10157,11529,701375,54470,8086295,West Virginia,1938,15
5402700,54,47403.00,71795,158008,225418,495822,1294798,23011,50242,90598,157818,407047,16084,35093,82080,110890,268843,816729,38,29,13,9,4,1,9,16,4,5,3,8586,10998,12468,713389,68243,8894307,West Virginia,1939,16
5402800,54,57831.00,78230,166670,240607,523284,1351951,37433,56120,92733,169938,431210,33128,44714,78034,116011,287824,819524,45,30,13,9,4,1,14,17,4,5,3,7948,11383,12936,726626,125404,9399848,West Virginia,1940,16
5402900,54,58209.00,79617,185092,268779,586912,1538230,36802,53248,101404,189246,481210,31346,44551,84511,128871,331353,989015,39,27,12,9,4,1,12,14,3,5,3,10050,13147,14866,726575,265351,10801458,West Virginia,1941,15
5403000,54,55165.00,75420,170476,248009,542184,1389956,34910,51656,92942,174465,447987,29254,42683,77717,119004,304380,956028,34,23,11,8,3,1,11,13,3,4,3,11705,14492,16051,727278,382693,11673836,West Virginia,1942,13
5403100,54,61195.00,79616,181085,263885,568784,1452942,42774,54248,98284,187661,470544,36980,41229,81597,126226,330999,967526,34,22,10,7,3,1,12,12,3,4,2,12940,16116,17766,730014,444235,12969254,West Virginia,1943,13
5403200,54,50631.00,76219,191237,279547,589099,1441732,25042,47465,102928,202159,494362,20836,31688,86878,127844,312395,922713,28,21,11,8,3,1,7,11,3,5,2,14274,16159,17910,731308,480479,13097603,West Virginia,1944,12
5403300,54,65419.00,87581,204394,291157,618228,1563908,43257,58378,117632,209389,513152,41134,49327,100794,144608,348367,1109956,35,23,11,8,3,1,11,12,3,4,2,13688,16987,18861,731688,545803,13800699,West Virginia,1945,12
5403400,54,69559.00,97090,229315,332438,756022,2747369,42027,64034,126193,226542,534761,36357,51399,104551,165282,372230,1221853,35,25,12,8,4,1,11,13,3,5,2,14102,17529,19647,731468,573963,14371398,West Virginia,1946,11
5403500,54,66362.00,88919,203168,288065,615629,1706278,43805,60356,118271,206174,494446,40617,46227,98709,148502,341237,1031506,33,22,10,7,3,1,11,12,3,4,2,15294,18554,20400,737553,611357,15046379,West Virginia,1947,10
5403600,54,68971.00,93564,217674,313301,674872,1874745,44378,62537,122047,222908,541552,38849,53294,98382,154680,377678,1067435,34,23,11,8,3,1,11,12,3,4,2,15199,18586,20576,742087,618189,15269521,West Virginia,1948,9
5403700,54,65357.00,88473,197884,281084,581324,1439446,42240,61121,114684,206023,485977,38724,47816,93030,145708,353953,988130,34,23,10,7,3,1,11,13,3,4,2,13855,17198,19005,746527,596898,14187999,West Virginia,1949,9
5403800,54,70447.00,94670,214504,308006,654672,1655858,46223,64712,121002,221339,543429,40637,54598,101276,151392,381942,1135614,35,23,11,8,3,1,11,13,3,4,2,14581,18205,20168,753209,599684,15190513,West Virginia,1950,9
5403900,54,65487.00,82031,190048,269984,548004,1331400,48944,55027,110112,200478,460960,40360,39208,90836,136820,313047,869033,30,19,9,6,3,1,11,10,3,4,2,16633,19816,21518,745622,589091,16044535,West Virginia,1951,8
5404000,54,73673.00,90220,205780,292110,591365,1394689,57126,61330,119451,217296,502106,46434,44866,102733,155795,381922,920504,36,22,10,7,3,1,14,12,3,4,2,14746,18769,20639,738072,610803,15233121,West Virginia,1952,8
5404100,54,71155.00,88576,177502,236186,433203,1176347,53733,66345,118819,186932,350631,46600,51163,108167,150634,263489,751865,34,21,8,6,2,1,13,13,3,4,1,15625,19599,21178,730039,607584,15460599,West Virginia,1953,8
5404200,54,73074.00,95558,204545,282593,597993,1640321,50590,68311,126498,203743,482179,45046,50893,111589,159676,348941,1001850,37,24,10,7,3,1,13,14,3,4,2,14051,18089,19953,722677,568245,14419831,West Virginia,1954,8
5404300,54,79015.00,102498,221314,311081,720020,2249174,55532,72794,131546,208847,550114,49076,54493,114449,157398,383625,1131894,36,23,10,7,3,1,13,13,3,4,2,15619,19945,21958,715294,572779,15706616,West Virginia,1955,8
5404400,54,81067.00,112119,244687,348625,769599,2395438,50015,78976,140749,243381,588950,43475,60268,118322,182758,418800,1102719,33,23,10,7,3,1,10,13,3,4,2,18100,22171,24396,707892,586368,17270072,West Virginia,1956,8
5404500,54,88037.00,115225,240752,328727,615475,1355505,60849,83843,152777,257040,533250,55682,68024,126942,199700,391611,754235,35,23,10,7,2,1,12,13,3,4,2,18151,22962,25139,700639,593185,17613642,West Virginia,1957,8
5404600,54,84066.00,111227,231509,323801,672834,1527723,56904,81157,139217,236543,577847,51140,66205,121089,170669,406617,1128500,35,23,10,7,3,1,12,14,3,4,2,17134,21729,23827,692353,560207,16496798,West Virginia,1958,8
5404700,54,89096.00,116850,235532,322086,665527,1775812,61342,87179,148978,236226,542162,54802,72183,125924,184469,398240,1127423,35,23,9,6,3,1,12,14,3,4,2,18287,23245,25368,684011,548657,17352092,West Virginia,1959,7
5404800,54,89250.00,115153,226713,311701,645124,1706099,63347,87263,141724,228345,527238,57898,70408,125664,173385,399058,1051860,35,23,9,6,3,1,12,14,3,4,2,18280,23343,25377,675027,543870,17130238,West Virginia,1960,7
5404900,54,89936.00,116196,227804,314699,643929,1820058,63675,88294,140908,232391,513248,58728,71775,124765,178456,386020,981991,35,23,9,6,3,1,13,14,3,4,2,18218,23345,25390,679214,530808,17245254,West Virginia,1961,7
5405000,54,90474.00,116767,230147,323539,664032,1835218,64180,88422,136755,238416,533900,57594,74396,122285,176492,404106,1108057,35,23,9,6,3,1,12,14,3,4,2,18478,23612,25677,682580,524214,17526770,West Virginia,1962,7
5405100,54,95443.00,123229,247647,341173,704288,2040597,67658,92125,154122,250395,555809,61209,75288,134637,189585,415648,1122405,36,23,9,6,3,1,13,14,3,4,2,18949,24366,26598,685262,528212,18226850,West Virginia,1963,7
5405200,54,102938.00,133648,282593,382125,780935,2308162,72228,96412,183061,282422,611243,66266,82493,151177,220478,447777,1272474,36,24,10,7,3,1,13,14,3,4,2,20072,25790,28358,687583,533314,19498774,West Virginia,1964,7
5405300,54,108700.00,140302,310017,436104,847150,2094949,77099,97873,183929,333343,708506,66519,74374,156876,265890,512806,1177914,36,24,10,7,3,1,13,13,3,4,2,21069,27002,29832,688929,538422,20552148,West Virginia,1965,7
5405400,54,109991.00,143752,300018,416653,874716,2772982,76230,104685,183383,302137,663797,68301,81179,161747,233142,486093,1460830,36,23,10,7,3,1,12,14,3,4,2,21944,28028,30748,689594,551812,21203876,West Virginia,1966,7
5405500,54,113707.00,149497,307458,431918,862162,2332896,77918,110007,182998,324358,698747,70451,86466,166286,257434,515192,1288660,36,23,10,7,3,1,12,14,3,4,2,22844,29147,31930,689776,560091,22024688,West Virginia,1967,7
5405600,54,117559.00,155585,326519,448223,967186,3323087,79533,112852,204815,318482,705419,72288,91266,170491,252273,510231,1529298,36,24,10,7,3,1,12,14,3,4,2,23165,29636,32605,689308,566235,22474584,West Virginia,1968,6
5405700,54,115438.00,152556,313509,442592,945463,3263574,78319,112318,184427,316874,687895,69766,92231,161389,222687,490099,1440927,36,24,10,7,3,1,12,14,3,4,2,22692,29123,31967,688667,568098,22014564,West Virginia,1969,6
5405800,54,117190.00,152614,309433,433420,893528,2691217,81765,113410,185446,318393,693785,74321,95324,170879,242995,504113,1594677,36,23,9,7,3,1,12,14,3,4,2,23442,30023,32817,689294,556185,22620344,West Virginia,1970,6
5405900,54,121297.00,159783,328368,459845,974245,3311177,82810,117637,196890,331245,714586,73908,91011,176743,252259,497259,1650081,36,24,10,7,3,1,12,14,3,4,2,23704,30484,33463,703490,559868,23541012,West Virginia,1971,5
5406000,54,125602.00,163552,337178,457491,924967,2613093,87652,120146,216866,340622,737397,80500,97107,180783,264102,550811,1593304,36,23,10,6,3,1,12,14,3,4,2,25265,32250,35299,716639,585919,25296594,West Virginia,1972,5
5406100,54,129072.00,167853,342647,467741,923730,2814585,90291,124155,217552,353744,713636,81602,102166,187315,269198,512580,1595210,37,24,10,7,3,1,13,14,3,4,2,24428,31784,34892,729235,585085,25444566,West Virginia,1973,5
5406200,54,127294.00,165847,307691,403621,760265,1958375,88741,130386,211761,314460,627142,79232,103750,189069,250219,468155,959388,37,24,9,6,2,1,13,15,3,4,2,23721,31315,34079,741803,606958,25279568,West Virginia,1974,4
5406300,54,125612.00,163381,346766,483574,1058833,3620708,87843,117535,209958,339759,774180,79745,95407,182005,254736,553166,1721642,37,24,10,7,3,1,13,14,3,4,2,23532,30578,33740,755189,609955,25480324,West Virginia,1975,4
5406400,54,131333.00,170548,357142,500124,1063777,3408918,92119,123899,214160,359211,803206,84683,104890,185260,260692,546988,1920688,37,24,10,7,3,1,13,14,3,4,2,24819,32222,35471,768600,640695,27262800,West Virginia,1976,4
5406500,54,133574.00,173514,356036,486648,998647,3079416,93634,127884,225423,358649,767450,84072,104081,186798,272222,534847,1936537,37,24,10,7,3,1,13,14,3,4,2,25797,33348,36574,782747,644787,28628562,West Virginia,1977,4
5406600,54,129683.00,166731,331179,443443,882373,2423388,92635,125619,218915,333710,711149,84959,107909,183792,257924,530001,1465205,35,23,9,6,2,1,13,14,3,4,2,26534,33876,36849,797644,663634,29392592,West Virginia,1978,3
5406700,54,133567.00,171708,345941,480752,1049194,3626791,95425,128150,211130,338641,762795,86212,111346,183224,257869,537845,2025886,36,23,9,7,3,1,13,14,3,4,2,25844,33492,36616,822072,667001,30101394,West Virginia,1979,3
5406800,54,129954.00,162022,336178,473616,1031996,3419418,97886,118483,198739,334022,766727,85020,91011,183849,247221,543609,1547154,37,23,9,7,3,1,14,13,3,4,2,24924,32389,35427,828053,674367,29335508,West Virginia,1980,3
5406900,54,125852.00,160218,333681,473983,1103338,4216345,91485,116853,193380,316644,757448,82080,91881,168066,242011,507596,1629887,37,24,10,7,3,1,13,14,3,4,2,23703,30890,33918,842583,672335,28578648,West Virginia,1981,3
5407000,54,120757.00,171388,341015,501785,1251647,4627792,70126,128981,180244,314320,876520,60413,85995,153848,227444,576850,2352613,37,26,10,8,4,1,11,16,3,4,2,23020,29681,32794,859943,657115,28201044,West Virginia,1982,2
5407100,54,123291.00,165183,330715,449372,933452,2566434,81400,123799,212059,328352,752010,72170,97078,188014,257482,550688,1584118,37,25,10,7,3,1,12,15,3,4,2,22982,30006,33013,859943,656791,27227034,West Virginia,1983,2
5407200,54,126240.00,159623,303412,399816,750704,1377442,92857,123676,207008,312094,681067,80147,98288,184716,248028,507581,1427922,40,25,10,6,2,0,15,16,3,4,2,21243,28999,31743,883141,664129,28033466,West Virginia,1984,2
5407300,54,126718.00,166383,316202,414309,765975,1361793,87052,128928,218096,326392,699773,77849,102933,195038,260582,524666,1467605,39,25,10,6,2,0,13,16,3,4,2,22414,29982,32845,865765,664164,28435656,West Virginia,1985,2
5407400,54,138990.00,188174,392667,541302,1154616,3092274,89806,137051,244032,387974,939320,79916,108297,217156,306573,694806,1943758,41,28,12,8,3,1,13,16,4,5,2,22200,30255,33879,876881,663519,29707636,West Virginia,1986,2
5407500,54,127953.00,165024,297933,384252,693724,1615307,90881,131797,211613,306885,591326,80985,104449,188571,243205,439080,1022379,40,26,9,6,2,1,14,17,3,4,2,20953,28964,31653,875233,671358,27704062,West Virginia,1987,2
5407600,54,137755.00,183440,356707,475004,923665,2391760,92070,140124,238409,362839,760543,80834,107642,209314,278731,542003,1403477,40,27,10,7,3,1,13,16,3,4,2,22847,31082,34338,851622,678668,29243114,West Virginia,1988,2
5407700,54,136830.00,180290,342068,450715,855152,2137835,93371,139845,233422,349605,712632,82381,108547,205949,271361,514861,1287125,41,27,10,7,3,1,14,17,3,4,2,21916,30290,33408,868928,688409,29028940,West Virginia,1989,2
5407800,54,138502.00,178682,402339,591150,1445159,5191940,98322,122768,213528,377648,1028850,83953,91331,185365,262817,642497,2308263,40,26,12,9,4,2,14,14,3,4,3,22664,30530,34248,852718,697090,29203888,West Virginia,1990,2
5407900,54,136020.00,176081,380766,547234,1245715,4041309,95959,124910,214298,372613,935093,83461,94963,186755,267541,609026,1975782,41,27,11,8,4,1,14,15,3,4,3,21796,29708,33218,858002,699738,28501416,West Virginia,1991,2
5408000,54,139638.00,183336,406772,593499,1399128,4771938,95941,127476,220046,392092,1024372,83931,97081,192401,277261,653621,2229272,42,28,12,9,4,1,14,15,3,5,3,21485,29528,33301,873812,692894,29098408,West Virginia,1992,2
5408100,54,137931.00,181962,390666,558379,1253009,3982518,93899,129786,222953,384721,949730,82443,100090,195489,277959,623743,1982483,42,28,12,9,4,1,14,16,3,5,3,20938,29021,32637,882784,695300,28811524,West Virginia,1993,2
5408200,54,139637.00,183887,391396,558025,1239927,3885730,95387,132010,224768,387549,945949,84075,103090,197986,281202,624828,1958111,42,28,12,8,4,1,14,16,3,5,3,21062,29299,32920,897743,705012,29553382,West Virginia,1994,2
5408300,54,144027.00,191684,417764,600204,1392184,4639401,96370,135164,235324,402210,1031382,84920,106686,199371,286438,664398,2214083,43,29,12,9,4,1,14,16,4,5,3,21144,29551,33433,902636,715085,30177494,West Virginia,1995,2
5408400,54,144762.00,192839,417875,595233,1353408,4383397,96685,136580,240518,405689,1016743,84638,108810,204599,291437,662653,2146190,43,29,12,9,4,1,14,16,4,5,3,21256,29725,33607,921565,722094,30971022,West Virginia,1996,2
5408500,54,151066.00,203475,452314,652222,1499875,4948885,98656,141265,252406,440309,1116652,86107,112584,212851,309855,729089,2349954,43,29,13,9,4,1,14,16,4,5,3,22578,31216,35427,919591,729612,32578446,West Virginia,1997,1
5408600,54,155139.00,211660,474764,686055,1587122,4984875,98617,145884,263472,460788,1209594,85607,116796,222527,322145,774395,2534856,42,29,13,9,4,1,13,16,4,5,3,23710,32429,36853,918892,739784,33863504,West Virginia,1998,1
5408700,54,158241.00,215712,484828,701075,1644120,5372000,100771,148432,268581,465313,1229911,87511,119293,228042,327835,783593,2622852,41,28,13,9,4,1,13,15,4,5,3,25001,33815,38325,913034,745092,34992352,West Virginia,1999,1
5408800,54,161110.00,218019,489550,705311,1626128,5527969,104200,150137,273789,475106,1192590,90158,112377,234164,334605,789467,2563291,40,27,12,9,4,1,13,15,3,5,3,26325,35261,39803,897830,749931,35736712,West Virginia,2000,1
5408900,54,158001.00,212935,478813,695686,1663028,6324152,103066,146466,261940,453851,1145126,89547,110895,224630,319989,757106,2585696,42,28,13,9,4,2,14,15,3,5,3,24744,33618,38070,901738,750456,34328948,West Virginia,2001,1
5409000,54,153158.00,203845,441190,628336,1428111,4622726,102471,144509,254044,428392,1073153,89596,110697,216123,307799,699580,2264506,41,28,12,9,4,1,14,16,3,5,3,24019,32850,36933,908320,748020,33547236,West Virginia,2002,1
5409100,54,153705.00,205088,442836,632201,1444953,4714810,102322,145652,253471,429014,1081636,89915,112378,215391,307496,702810,2293234,43,28,12,9,4,1,14,16,4,5,3,22962,31927,36037,913932,744440,32934910,West Virginia,2003,1
5409200,54,157995.00,212969,470975,679930,1594897,5400916,103020,148468,262021,451188,1172006,90844,115022,221483,319747,750025,2539863,43,29,13,9,4,1,14,16,4,5,3,23711,32757,37140,937057,747838,34801952,West Virginia,2004,1
5409300,54,170083.00,235577,564961,846919,2168159,8320780,104589,153231,283003,516609,1484535,92563,118862,234983,352257,901796,3460838,43,30,14,11,6,2,13,16,4,5,3,24902,34112,39421,930046,753593,36662900,West Virginia,2005,1
5409400,54,170156.00,234012,543984,800320,1961548,7073126,106299,156519,287648,510014,1393595,94225,123317,240978,354532,868941,3133307,42,29,13,10,5,2,13,15,4,5,3,26258,35564,40648,938692,770261,38155696,West Virginia,2006,1
5409500,54,180134.00,250318,602402,898738,2275415,8594776,109949,162297,306066,554569,1573264,97361,129779,254711,380010,962105,3634095,42,29,14,11,5,2,13,15,4,5,3,27314,36942,42596,919962,926428,39186880,West Virginia,2007,1
