id,cofips,P90_100,P95_100,P99_100,P995_100,P999_100,P9999_100,P90_P95,P95_P99,P99_P995,P995_P999,P999_P9999,P90,P95,P99,P995,P999,P9999,SP90_100,SP95_100,SP99_100,SP995_100,SP999_100,SP9999_100,SP90_SP95,SP95_SP99,SP99_SP995,SP995_SP999,SP999_SP9999,P0_P90,P0_P99,PCPI,nstar,taxpayers,TPTTY,cntyname,year,CPIURS_2015
500,0,64470.00,104632,306662,495941,1452501,5818422,24308,54124,117383,256801,967398,16657,34921,94632,153764,528825,2432978,36,30,17,14,8,3,7,12,3,6,5,12528,14804,17722,40386988,3472890,715745408,United States,1917,17
600,0,63194.00,96397,260847,406257,1097665,4011306,29992,55284,115438,233405,773927,16935,39084,94482,147078,445973,1822200,38,29,16,12,7,2,9,13,3,6,4,11590,14285,16750,40451066,4425114,677573696,United States,1918,14
700,0,64053.00,97798,266003,409709,1065363,3706245,30308,55747,122297,245796,771931,24718,39306,100022,155755,458403,1751157,39,29,16,12,6,2,9,13,4,6,4,11343,14095,16614,41052355,5332760,682054592,United States,1919,13
800,0,55588.00,81892,214385,322174,774459,2403939,29283,48769,106596,209103,593405,25042,35452,86945,136864,377708,1221141,38,28,14,11,5,2,10,13,4,6,4,10288,12802,14818,41909000,7259944,620997440,United States,1920,11
900,0,53617.00,77787,197447,295404,707311,2131793,29446,47873,99489,192427,549035,25180,34583,81978,126446,349444,1116962,41,30,15,11,5,2,11,15,4,6,4,8422,11078,12942,42835195,6662176,554364608,United States,1921,12
1000,0,62097.00,92133,245980,376602,956869,3279467,32062,53671,115359,231535,698803,26891,38655,93292,147980,431829,1480769,42,31,17,13,6,2,11,15,4,6,4,9524,12446,14781,43542909,6787481,643611072,United States,1922,13
1100,0,65713.00,95590,251081,382271,948059,3207110,35835,56718,119890,240824,697053,29264,43715,96101,154279,439283,1468962,40,29,15,12,6,2,11,14,4,6,4,10979,14082,16452,44408549,7698321,730625600,United States,1923,13
1200,0,69279.00,102603,278346,428170,1084274,3714273,35955,58667,128522,264143,792052,28219,44701,103048,166792,485456,1714710,42,31,17,13,7,2,11,14,4,6,4,10497,13729,16375,45384476,7369788,743175104,United States,1924,13
1300,0,68833.00,114655,335792,526156,1413846,5491650,23010,59371,145429,304233,960757,12308,39604,115363,190920,570734,2266500,40,34,20,15,8,3,7,14,4,7,5,11243,13781,17002,46190081,4171051,785301248,United States,1925,12
1400,0,67609.00,113303,330037,515477,1402269,5576610,21915,59119,144597,293780,938453,11897,38541,115803,187116,552677,2240297,40,33,19,15,8,3,6,14,4,7,5,11368,13830,16992,46940016,4138092,797588928,United States,1926,12
1500,0,69943.00,118613,354362,559458,1559685,6327456,21272,59676,149265,309402,1029933,11842,38654,119053,193816,592074,2581402,40,34,21,16,9,4,6,14,4,7,5,11424,13871,17276,47722889,4101547,824443072,United States,1927,13
1600,0,78354.00,135197,424760,688374,2047643,8914746,21512,62806,161146,348556,1284632,11773,39635,127333,211776,700778,3470117,43,37,23,19,11,5,6,14,4,8,6,11501,14079,18186,48444950,4070851,881022144,United States,1928,13
1700,0,76269.00,131864,408945,661052,1996655,9129680,20674,62594,156838,327151,1204097,11543,39312,125839,203226,638164,3293201,41,35,22,18,11,5,6,13,4,7,6,12362,14811,18752,49084788,4136872,920453184,United States,1929,13
1800,0,57770.00,97950,271995,417050,1117189,4492208,17591,54438,126941,242015,742187,10938,30211,104423,159188,440072,1772402,36,30,17,13,7,3,5,13,4,6,4,11567,13603,16187,49750000,3852376,805309568,United States,1930,13
1900,0,48967.00,83164,218785,326539,831947,3176093,14769,49259,111032,200187,571487,10602,28896,92560,137501,346941,1311060,34,29,15,11,6,2,5,14,4,6,4,10636,12406,14470,50461666,3410507,730155328,United States,1931,14
2000,0,45499.00,73524,183362,274007,703640,2345029,17475,46064,92717,166598,521264,13513,31073,78961,113317,299500,1163482,38,30,15,11,6,2,7,15,4,6,4,8369,10352,12082,51117350,4083723,617595968,United States,1932,16
2100,0,45586.00,74211,191533,290082,769020,2727828,16961,44881,92983,170348,551375,13595,22182,77847,114301,311195,1255847,38,31,16,12,6,2,7,15,4,6,4,8187,10113,11927,51757038,3892007,617311360,United States,1933,17
2200,0,50035.00,81209,208799,313026,780481,2641535,18861,49312,104571,196162,573697,14199,28447,87831,131498,358280,1264962,38,31,16,12,6,2,7,15,4,6,4,8910,11045,13022,52429938,4198590,682752384,United States,1934,16
2300,0,54743.00,88590,232123,351786,890166,3048282,20896,52707,112461,217191,650376,14950,34652,93146,142892,398555,1451939,38,31,16,12,6,2,7,15,4,6,4,9743,12042,14243,53147098,4669621,756976064,United States,1935,16
2400,0,66606.00,107651,299357,461257,1174364,3940037,25562,59724,137456,282980,867067,16778,42405,112010,179853,527034,1917237,42,34,19,15,7,2,8,15,4,7,5,10247,13019,15883,53844313,5486771,855193088,United States,1936,16
2500,0,65988.00,102414,272431,413810,1031804,3456837,29561,59910,131051,259312,762356,17987,44040,107702,168605,471794,1666016,41,31,17,13,6,2,9,15,4,6,4,10736,13674,16261,54539105,6434052,886878400,United States,1937,15
2600,0,59191.00,90740,226351,337088,833906,3048902,27641,56837,115615,212883,587795,17552,43076,96969,145201,373820,1382498,39,30,15,11,6,2,9,15,4,6,4,10118,12891,15026,55342212,6251009,831548224,United States,1938,15
2700,0,68034.00,99515,247689,368404,893182,2971490,36553,62471,126974,237210,662259,29607,48168,106261,159625,416422,1453219,43,31,16,12,6,2,11,16,4,6,4,10177,13622,15963,56181362,7652781,896813440,United States,1939,16
2800,0,73168.00,103836,263830,393879,953841,3211673,42499,63838,133782,253888,702971,37132,48220,111021,170639,448308,1565716,44,31,16,12,6,2,13,15,4,6,4,10419,14198,16694,57115000,14710771,953490176,United States,1940,16
2900,0,78276.00,112946,295484,443148,1079185,3634935,43606,67311,147820,284139,795213,37962,52382,121092,188901,507163,1815232,40,29,15,11,6,2,11,14,4,6,4,12988,16730,19517,57392484,25869917,1120134144,United States,1941,15
3000,0,78959.00,112747,292375,437987,1044261,3329408,45171,67841,146762,286419,790356,40067,52125,119246,189386,503598,1736438,35,25,13,10,5,1,10,12,3,5,3,16301,19842,22567,57736224,36619246,1302945792,United States,1942,13
3100,0,85798.00,122491,312113,463655,1078641,3378156,49104,75086,160572,309908,823139,46623,57573,130603,207032,546798,1818738,33,23,12,9,4,1,9,11,3,5,3,19646,23374,26261,58249516,43506553,1529690368,United States,1943,13
3200,0,84151.00,127057,324897,477686,1083355,3390801,41246,77596,172108,326269,826972,34276,52263,132631,209580,526875,1725308,32,24,13,9,4,1,8,12,3,5,3,19488,22935,25955,58656204,46919590,1522400256,United States,1944,12
3300,0,92965.00,133951,338691,494125,1125756,3580339,51980,82767,183256,336218,853024,46188,59150,145831,238102,574296,1878804,36,26,13,10,4,1,10,13,4,5,3,18441,22734,25894,58997356,49750991,1527649408,United States,1945,12
3400,0,95004.00,138589,344076,497857,1137341,3815830,51419,87217,190295,337986,839731,46047,61734,160113,239379,575319,1931156,36,26,13,9,4,1,10,13,4,5,3,18731,23149,26358,59297345,52600470,1562968832,United States,1946,11
3500,0,83866.00,120540,292491,421273,958218,3191092,47193,77552,163709,287036,710121,44189,57061,138155,204644,482993,1598149,33,24,12,8,4,1,9,12,3,5,3,18499,22334,25036,60118458,54799936,1505126912,United States,1947,10
3600,0,89067.00,127113,311542,453023,1032128,3324032,51021,81006,170061,308247,777472,44893,56437,141338,218035,521012,1743182,35,25,12,9,4,1,10,13,3,5,3,18349,22530,25420,60825466,51745697,1546206720,United States,1948,9
3700,0,86686.00,121220,292673,423052,956123,3101754,52152,78357,162294,289784,717719,45367,55106,135478,203685,483433,1590280,35,24,12,8,4,1,10,13,3,5,3,18067,22224,24929,61536662,51301910,1534038656,United States,1949,9
3800,0,97082.00,138276,350829,513515,1209575,4180758,55889,85138,188143,339500,879444,50082,58794,153930,238234,584695,2046940,36,25,13,9,4,2,10,12,3,5,3,19485,23977,27245,62446000,52655564,1701345536,United States,1950,9
3900,0,91331.00,126773,302340,430670,938536,2801527,55890,82881,174011,303704,731537,51806,58332,146481,214694,493593,1435874,33,23,11,8,3,1,10,12,3,4,2,20953,25219,27990,63059890,55042597,1765072000,United States,1951,8
4000,0,91211.00,131649,310922,446300,993373,3210173,50773,86831,175545,309531,747062,43148,62589,149480,226672,513548,1633957,32,23,11,8,3,1,9,12,3,4,2,21766,25860,28711,63684130,56107089,1828413312,United States,1952,8
4100,0,92518.00,130849,296517,420990,919601,2956713,54187,89432,172045,296337,693255,46494,66103,147555,219513,480159,1464780,31,22,10,7,3,1,9,12,3,4,2,22874,27145,29839,64273151,57415885,1917833728,United States,1953,8
4200,0,96539.00,138324,321401,460191,1041486,3487807,54755,92554,182611,314867,769673,46831,67964,155505,230193,536986,1707671,32,23,11,8,3,1,9,12,3,4,2,22381,26852,29797,64928230,56306704,1934680192,United States,1954,8
4300,0,106265.00,151515,355665,512223,1195037,4238467,61016,100477,199107,341520,856878,52326,74865,168134,250970,591525,1954362,33,24,11,8,4,1,9,13,3,4,2,23888,28858,32126,65589450,58250188,2107105280,United States,1955,8
4400,0,110829.00,155752,359342,518780,1159203,4036117,65907,104855,199904,358675,839546,56873,80080,168816,254962,566878,1886743,33,23,11,8,3,1,10,12,3,4,2,25068,30354,33644,66257212,59197004,2229160448,United States,1956,8
4500,0,110657.00,151660,340912,485055,1060146,3535586,69655,104346,196770,341282,785097,63043,80987,166063,245572,535275,1720204,33,23,10,7,3,1,10,12,3,4,2,24947,30413,33518,66947445,59825121,2243958528,United States,1957,8
4600,0,109741.00,149948,333771,475389,1041661,3539611,69534,103992,192153,333822,764111,62937,82010,163371,241114,525197,1731558,34,23,10,7,3,1,11,13,3,4,2,24112,29633,32675,67546014,59085182,2207041792,United States,1958,8
4700,0,119078.00,163833,373007,540666,1201972,4188385,74322,111540,205348,375340,870148,66218,90232,178662,280772,596016,1976193,34,23,11,8,3,1,11,13,3,4,2,25647,31575,34990,68143847,60271297,2384327680,United States,1959,7
4800,0,117682.00,158714,352816,501270,1127846,4137382,76649,110188,204361,344626,793453,67823,81930,174756,254131,524824,1955848,33,23,10,7,3,1,11,13,3,4,2,25959,31923,35131,68681000,61027931,2412862464,United States,1960,7
4900,0,123333.00,169250,383268,551595,1311976,4986867,77417,115746,214941,361500,903655,69118,90103,181329,264823,588708,2317733,34,24,11,8,4,1,11,13,3,4,2,26272,32470,35978,69997278,61499420,2518379264,United States,1961,7
5000,0,123945.00,167757,365946,518927,1159584,4274614,80133,118210,212964,358763,813469,72309,91615,182287,266497,538738,1984292,34,23,10,7,3,1,11,13,3,4,2,27122,33480,36805,71254488,62712386,2622498304,United States,1962,7
5100,0,127600.00,172563,374548,528547,1178210,4331262,82637,122067,220548,366132,827871,74969,95769,188987,273707,550008,1979084,34,23,10,7,3,1,11,13,3,4,2,27837,34412,37813,72464471,63943236,2740102400,United States,1963,7
5200,0,137916.00,187919,421045,590639,1345233,5179675,87912,129638,251451,401990,919184,80132,98894,217965,300524,607177,2325674,35,24,11,7,3,1,11,13,3,4,2,28939,35986,39837,73659622,65375601,2934379264,United States,1964,7
5300,0,144812.00,198719,452812,641430,1511428,6116947,90905,135195,264194,423930,999704,83435,103996,228205,316949,663355,2668534,35,24,11,8,4,1,11,13,3,4,2,30333,37629,41781,74772263,67596300,3124081408,United States,1965,7
5400,0,145298.00,200345,445929,630509,1458435,5573077,90250,138949,261349,423527,1001252,78773,109148,226259,319152,673355,2594533,33,23,10,7,3,1,10,13,3,4,2,32114,39367,43433,75831169,70160425,3293540864,United States,1966,7
5500,0,154952.00,214031,486593,696179,1666657,6447268,95873,145891,277006,453560,1135478,83724,116173,238998,340896,761989,2994691,34,24,11,8,4,1,11,13,3,4,2,32785,40541,45002,76855773,71653292,3458644480,United States,1967,7
5600,0,163487.00,226171,524439,760346,1883962,7702730,100803,151604,288532,479442,1237432,89245,114394,246243,358469,831907,3456195,35,24,11,8,4,2,11,13,3,4,2,34031,42153,46976,77825686,73730791,3655964160,United States,1968,6
5700,0,160003.00,218037,490301,706487,1745888,7451670,101969,149971,274114,446637,1111912,92105,116494,236428,339230,760825,3224827,34,23,10,8,4,2,11,13,3,4,2,34367,42452,46930,78792881,75844914,3697764096,United States,1969,6
5800,0,151494.00,201824,421578,582517,1284093,4585132,101164,146885,260639,407123,917311,91694,116869,227736,313241,646819,2111790,33,22,9,6,3,1,11,13,3,4,2,34535,42439,46231,79924000,74278428,3694956032,United States,1970,6
5900,0,155862.00,208615,440781,614524,1389080,5189543,103109,150573,267039,420885,966806,93363,121168,232877,323696,682875,2403816,33,22,9,7,3,1,11,13,3,4,2,34409,42572,46554,81849283,74572918,3810413824,United States,1971,5
6000,0,164297.00,220578,471893,663948,1519059,5717335,108016,157749,279838,450170,1052584,95869,122770,243527,344489,748973,2578872,34,23,10,7,3,1,11,13,3,4,2,35993,44550,48823,83669529,77570136,4085024256,United States,1972,5
6100,0,165351.00,220642,454790,621136,1360220,4617195,110060,162105,288443,436365,998334,98768,128564,246470,329852,720855,2286937,33,22,9,6,3,1,11,13,3,4,2,36728,45498,49591,85441835,80692587,4237110784,United States,1973,5
6200,0,158791.00,211327,411966,551945,1091962,3009011,106256,161167,271986,416941,878956,93945,125642,240473,325040,638694,1403897,33,22,9,6,2,1,11,14,3,4,2,35260,43933,47614,87227732,82469288,4153218816,United States,1974,4
6300,0,151203.00,199452,402847,548985,1146366,3810787,102954,148603,256709,399640,850320,91726,117856,222554,302002,579234,1853518,34,22,9,6,3,1,11,13,3,4,2,33283,41461,45075,89127466,82229332,4017438720,United States,1975,4
6400,0,155622.00,205096,413616,566032,1199091,3983063,106147,152966,261200,407767,889761,95515,122937,227758,309794,608128,1932920,34,22,9,6,3,1,11,13,3,4,2,34276,42701,46410,91048456,84670389,4225582592,United States,1976,4
6500,0,158236.00,208719,424537,585998,1267360,4286987,107754,154764,263076,415657,931846,96723,126507,231175,316075,643764,2118435,34,22,9,6,3,1,11,13,3,4,2,34545,43100,46914,93075821,86634640,4366603264,United States,1977,4
6600,0,160663.00,208488,429791,593277,1263929,4062055,112838,153162,266305,425614,953026,98251,116708,232095,323640,662548,2061395,34,22,9,6,3,1,12,13,3,4,2,35270,43950,47809,95212836,89771551,4552017408,United States,1978,3
6700,0,166021.00,220130,478943,687042,1653815,6575851,111913,155426,270845,445349,1106922,98980,118008,233819,336357,748161,3021185,34,23,10,7,3,1,12,13,3,4,2,35267,43993,48342,97457046,92694302,4711301120,United States,1979,3
6800,0,162854.00,216961,466804,665572,1575026,5862125,108746,154501,268035,438209,1098682,96833,119566,231520,330457,745792,2807626,35,23,10,7,3,1,12,13,3,4,2,34013,42656,46897,99625000,93902469,4672157696,United States,1980,3
6900,0,157528.00,213412,457551,658226,1589964,6035907,101644,152378,256875,425291,1095970,89633,121480,221889,323714,747623,2864674,34,23,10,7,3,1,11,13,3,4,2,34024,42221,46375,101432207,95396123,4703897088,United States,1981,3
7000,0,162949.00,230989,464725,683819,1705710,6306627,94909,172555,245631,428347,1194497,81826,116307,209659,309955,786115,3206076,36,25,10,8,4,1,10,15,3,4,2,32514,41323,45557,103250438,92363428,4703797248,United States,1982,2
7100,0,170179.00,233824,496247,691105,1517481,4513174,106533,168219,301388,484511,1184626,93368,128748,264146,370834,840157,2624358,35,24,10,7,3,1,11,14,3,4,2,35091,44078,48600,103250438,96716604,4812560384,United States,1983,2
7200,0,170886.00,234067,486809,666101,1360675,2862000,107705,170882,307516,492458,1193861,94337,130613,269347,376418,845222,2715078,36,25,10,7,3,1,11,14,3,4,2,33686,42968,47406,106871150,99752249,5066336256,United States,1984,2
7300,0,177488.00,242520,504460,686636,1382570,2823392,112455,177035,322283,512653,1222479,98693,135884,282843,393497,870291,2784201,36,25,10,7,3,1,12,15,3,4,2,34409,44113,48717,108736064,102036651,5297284608,United States,1985,2
7400,0,205260.00,291423,676979,976133,2302483,7145828,119097,195034,377825,644545,1764333,103705,147243,328997,486620,1228815,4012416,39,28,13,9,4,1,11,15,4,5,3,35197,45892,52203,110683650,103633570,5778055680,United States,1986,2
7500,0,192034.00,263009,545922,747694,1551971,4412008,121058,192281,344150,546625,1234189,104898,143668,298208,408426,847760,2410047,39,26,11,8,3,1,12,15,3,4,2,33926,44725,49737,112640148,107402061,5602403840,United States,1987,2
7600,0,213184.00,300840,669346,944563,2101581,6598445,125528,208713,394128,655309,1601929,107254,151354,336751,475214,1057314,3319707,41,29,13,9,4,1,12,16,4,5,3,34367,46016,52249,114656009,110347997,5990640128,United States,1988,2
7700,0,209228.00,292703,638238,892875,1946910,5938938,125753,206320,383602,629366,1503351,107886,150929,329099,460399,1003899,3062336,40,28,12,9,4,1,12,16,4,5,3,34308,45877,51800,116759359,113242080,6048176128,United States,1989,2
7800,0,204652.00,290981,732669,1116424,2968655,12028508,118324,180559,348914,653367,1962005,106185,139134,287461,438027,1164746,4719361,40,29,14,11,6,2,12,14,3,5,3,33752,43955,50842,119055000,114788071,6053004288,United States,1990,2
7900,0,194956.00,275070,663837,992499,2525205,9605757,114843,177878,335176,609322,1738477,98132,138457,278656,416616,1059993,4032161,40,28,14,10,5,2,12,14,3,5,3,32943,42936,49145,120453262,115766796,5919644160,United States,1991,2
8000,0,204600.00,292079,736688,1122933,2988337,12122035,117122,180927,350443,656582,1973481,99528,142082,288674,440026,1170992,4750068,41,29,15,11,6,2,12,15,4,5,4,32485,42757,49696,121944052,115422876,6060145152,United States,1992,2
8100,0,202876.00,286888,709887,1069762,2772158,10825465,118865,181138,350012,644163,1877346,100798,130947,289898,436860,1132070,4420810,41,29,14,11,6,2,12,15,4,5,3,32186,42582,49255,123378495,115060797,6077060608,United States,1993,2
8200,0,206291.00,291772,719680,1082574,2793689,10844686,120810,184795,356785,654795,1899134,103450,134853,295760,444896,1148098,4456744,41,29,14,11,6,2,12,15,4,5,3,32654,43253,50017,124715806,116466422,6237963264,United States,1994,2
8300,0,217635.00,311700,786639,1191920,3128162,12439498,123569,192966,381358,707860,2093569,106568,141127,315038,477348,1252786,4981850,42,30,15,12,6,2,12,15,4,5,4,33252,44266,51690,126023000,118783943,6514125312,United States,1995,2
8400,0,232605.00,338769,888104,1366295,3714771,15538184,126441,201435,409913,779176,2401059,109638,147635,336176,517186,1406159,5881697,43,32,17,13,7,3,12,15,4,6,4,33856,45303,53731,127625253,120786824,6857463808,United States,1996,2
8500,0,252668.00,373558,1011232,1587088,4547260,20328493,131778,214139,435377,847045,2793789,114997,157790,367122,547764,1589925,7107747,44,33,18,14,8,4,12,15,4,6,4,35080,47199,56839,129301257,123056853,7349382144,United States,1997,1
8600,0,271995.00,405984,1127324,1792265,5257312,24310801,138006,225648,462384,926003,3140257,120966,168405,395231,591056,1761013,8143254,45,34,19,15,9,4,11,15,4,6,5,36776,49520,60298,130945000,125393584,7895707136,United States,1998,1
8700,0,290217.00,437083,1238525,1981011,5874523,27617554,143352,236722,496039,1007633,3458630,118098,159480,399284,638651,1925594,9052685,46,35,20,16,9,4,11,15,4,6,5,37923,51280,63153,132267000,127667890,8353032704,United States,1999,1
8800,0,305596.00,464892,1344320,2167201,6538321,31526040,146300,245035,521438,1074421,3761908,121916,165884,418141,674093,2071320,9987350,47,36,21,17,10,5,11,15,4,7,5,37998,51833,64758,134473000,130122204,8708177920,United States,2000,1
8900,0,270784.00,399841,1083867,1708943,4919535,22237803,141727,228834,458791,906295,2995283,119000,158175,371857,586310,1696414,7668311,45,33,18,14,8,4,12,15,4,6,4,36878,49929,60269,137088000,130977219,8262124544,United States,2001,1
9000,0,251621.00,365400,949411,1443685,3820374,15372960,137842,219397,455137,849513,2536753,116193,168733,375348,570758,1510378,6077674,44,32,17,13,7,3,12,15,4,6,4,35558,48151,57164,139703000,130836098,7985984512,United States,2002,1
9100,0,253897.00,369850,973365,1487355,3980809,16280465,137945,218971,459376,863991,2614181,116108,169134,377962,577547,1545766,6321778,45,33,17,13,7,3,12,15,4,6,4,34938,47576,56834,141843000,131356582,8061520384,United States,2003,1
9200,0,276402.00,406896,1138701,1773742,4963834,21638383,145909,223944,503659,976219,3111106,118923,146723,410607,639598,1789921,7802637,46,34,19,15,8,4,12,15,4,7,5,35667,48842,59741,143982000,133092565,8601613312,United States,2004,1
9300,0,299460.00,451989,1308086,2067269,5982808,27363635,146930,237965,548903,1088384,3607160,121618,153555,444398,702316,2032547,9296282,48,36,21,17,10,4,12,15,4,7,5,36018,49780,62363,145881000,135257620,9097521152,United States,2005,1
9400,0,311214.00,473840,1377505,2181198,6340981,29189032,148588,247924,573812,1141252,3802308,125033,159654,464132,734926,2136509,9834857,49,37,22,17,10,5,12,15,4,7,5,36535,50735,64003,148361000,139230752,9495499776,United States,2006,1
9500,0,322662.00,494575,1439087,2279601,6633064,30573223,150749,258446,598574,1191235,3973046,128992,166362,484070,766796,2231183,10284006,49,37,22,17,10,5,11,16,5,7,5,37888,52499,66365,149875000,154707511,9946488832,United States,2007,1
9600,0,284281.00,424017,1170128,1811745,4999735,21362927,144546,237489,528511,1014747,3181603,122929,156584,432112,669052,1846333,7889035,48,35,20,15,8,4,12,16,4,7,5,34850,48577,59793,152462000,143490468,9116149760,United States,2008,1
9700,0,258198.00,373913,983441,1491499,3922845,15647830,142483,221531,475383,883663,2620069,119509,149246,392538,595328,1565792,6245786,47,34,18,14,7,3,13,16,4,6,4,32198,45418,54798,153543000,141458638,8413907456,United States,2009,1
9800,0,271643.00,400709,1111491,1777321,5386288,26552718,142576,223014,445661,875079,3034463,120159,151488,358780,573705,1654563,8156480,49,36,20,16,10,5,13,16,4,6,5,31975,45280,55942,156167000,144002309,8736318464,United States,2010,1
9900,0,270510.00,399922,1096376,1738461,5160827,24636656,141097,225809,454291,882870,2996846,119504,154802,367211,582266,1657335,7911755,49,36,20,16,9,4,13,16,4,6,5,31632,45006,55520,158367000,146455970,8792541184,United States,2011,1
10000,0,299571.00,456800,1345332,2192209,6918131,35862650,142343,234667,498455,1010729,3702073,121787,158490,397649,647966,1974064,10233278,51,39,23,19,12,6,12,16,4,7,6,31820,45597,58595,160681000,145025450,9415058432,United States,2012,1
10100,0,282699.00,421369,1154662,1827406,5447097,26137644,144030,238045,481917,922483,3148148,122846,165013,389898,617066,1737072,8335260,50,37,20,16,10,5,13,17,4,6,5,31826,45825,56913,162998000,146542500,9276729344,United States,2013,1
10200,0,299291.00,452742,1281258,2051967,6289975,31296115,145839,245613,510548,992465,3511515,124704,169744,410711,657764,1906859,9487683,51,38,22,17,11,5,12,17,4,7,5,32446,46786,59130,165033000,147766770,9758469120,United States,2014,1
10300,0,306356.00,464344,1316985,2108030,6480792,32317855,148367,251184,525941,1014839,3610007,126734,174486,421926,637016,1958402,9765989,49,37,21,17,10,5,12,16,4,6,5,35712,50107,62776,165033000,149726990,10360109056,United States,2015,1
100500,1,23595.00,38275,105793,157587,394590,1338281,8914,21396,53999,98336,289736,7115,11581,45406,66936,176487,679232,25,20,11,8,4,1,5,9,3,4,3,7976,8565,9538,859968,21844,8202025,Alabama,1917,17
100600,1,29989.00,48401,113637,159448,363917,991715,11577,32091,67826,108331,294162,9316,15076,58499,76202,182517,648012,33,27,12,9,4,1,6,14,4,5,3,6812,8074,9130,855008,38988,7805812,Alabama,1918,14
100700,1,27913.00,45552,114129,164958,381438,1016241,10274,28407,63301,110838,310905,8224,13456,53723,76627,195683,651621,30,25,12,9,4,1,6,12,3,5,3,7087,8110,9170,861283,40789,7897762,Alabama,1919,13
100800,1,26190.00,41554,93218,134399,308162,841713,10826,28638,52038,90958,248879,8576,21772,44171,62380,155475,535250,37,29,13,9,4,1,8,16,4,5,3,5037,6283,7152,872672,52984,6241689,Alabama,1920,11
100900,1,23689.00,37326,83914,118386,271737,848343,10051,25679,49442,80048,207670,8184,12923,44432,57784,133054,443797,38,30,14,10,4,1,8,17,4,5,3,4274,5431,6215,887614,43009,5516848,Alabama,1921,12
101000,1,26655.00,42715,101722,144287,332979,892616,10596,27963,59156,97114,270797,8557,13744,50767,66938,170407,567253,37,30,14,10,5,1,7,16,4,5,3,4961,6175,7130,897778,43612,6401222,Alabama,1922,13
101100,1,30439.00,49454,116082,169371,407527,1265455,11423,32797,62793,109832,312202,9162,14928,53657,72519,193030,647591,38,31,15,11,5,2,7,16,4,6,4,5474,6879,7971,910948,51049,7260775,Alabama,1923,13
101200,1,30459.00,50234,123198,179568,428018,1250307,10684,31993,66828,117456,336653,8507,14073,59022,76474,209922,726993,38,32,15,11,5,2,7,16,4,6,4,5467,6803,7967,926098,47591,7377893,Alabama,1924,13
101300,1,25521.00,44766,134793,197280,454059,1217407,6276,22259,72305,133085,369242,4846,8539,62251,89035,231472,759534,31,27,16,12,5,1,4,11,4,6,4,6393,7028,8306,937490,26278,7786364,Alabama,1925,12
101400,1,26071.00,45572,136893,201317,464647,1323783,6570,22741,72469,135485,369187,5082,8922,62676,89531,234898,769773,31,27,16,12,6,2,4,11,4,7,4,6363,7036,8334,947489,28540,7896570,Alabama,1926,12
101500,1,25853.00,45162,137476,203023,471465,1351725,6545,22083,71929,135913,373658,5064,8884,61423,89806,237114,781302,30,27,16,12,6,2,4,10,4,6,4,6580,7204,8507,957887,27992,8148625,Alabama,1927,13
101600,1,27350.00,48442,157980,244348,679120,3303001,6258,21058,71612,135655,387578,4809,8557,60187,89360,242742,823425,30,27,18,14,8,4,3,9,4,6,4,6950,7485,8990,966799,26891,8691160,Alabama,1928,13
101700,1,24203.00,42315,132620,196667,479074,1719955,6092,19738,68574,126066,341198,4712,8272,57713,84951,219746,791238,26,23,14,11,5,2,3,8,4,5,3,7649,8059,9304,973814,26574,9060715,Alabama,1929,13
101800,1,20205.00,34718,107625,153896,364514,1183132,5692,16491,61354,101242,273556,4442,7659,50404,70696,168338,613930,27,23,14,10,5,2,4,9,4,5,3,6013,6420,7432,981080,23791,7291354,Alabama,1930,13
101900,1,17935.00,30170,93652,130951,290814,853441,5699,14300,56354,90986,228300,4496,7581,47327,66785,147810,465158,28,24,15,10,5,1,4,9,4,6,3,5138,5537,6418,992969,20920,6372843,Alabama,1931,14
102000,1,17250.00,27357,75697,101998,216932,639596,7143,15272,49395,73264,169970,5802,9209,39034,57746,112573,361658,34,27,15,10,4,1,7,12,5,6,3,3722,4361,5075,1003673,22276,5093297,Alabama,1932,16
102100,1,17853.00,28521,81068,110433,243846,835963,7186,15384,51702,77080,178056,5816,9299,40980,60057,120457,364253,32,26,15,10,4,2,6,11,5,6,3,4201,4803,5566,1013979,20998,5643930,Alabama,1933,17
102200,1,20425.00,33329,94249,130485,280093,783949,7522,18099,58013,93083,224109,6037,9946,49847,68954,151692,467922,30,24,14,10,4,1,6,11,4,5,3,5300,5929,6812,1024851,23678,6981474,Alabama,1934,16
102300,1,22069.00,36156,99820,139783,306428,825665,7981,20240,59857,98122,248735,6397,10611,51938,72462,163879,495416,31,26,14,10,4,1,6,11,4,6,3,5376,6108,7045,1036500,26712,7302004,Alabama,1935,16
102400,1,26603.00,44296,125360,183552,427901,1118672,8910,24030,67168,122465,351149,7086,11958,59566,82603,217217,739731,33,28,16,12,5,1,6,12,4,6,4,5909,6793,7978,1047669,32161,8358529,Alabama,1936,16
102500,1,28944.00,47729,127410,184826,428885,1166414,10158,27809,69994,123811,346937,8108,13492,61931,84262,219598,717974,35,29,16,11,5,1,6,14,4,6,4,5861,6965,8169,1058700,40545,8648929,Alabama,1937,15
102600,1,26926.00,43672,112410,158735,352431,981879,10180,26487,66085,110311,282492,8199,13408,59481,79328,187353,610294,36,29,15,11,5,1,7,14,4,6,3,5370,6466,7526,1071736,39634,8065760,Alabama,1938,15
